local_datetime,day_ahead_price,SP,imbalance_price,valueSum,temperature,TCO2_per_h,gCO2_per_kWh,nuclear,biomass,coal,gas,hydro,wind,solar,demand,pumped_storage,wind_onshore,wind_offshore,belgian,dutch,french,ireland,northern_ireland,irish
2022-01-01 00:00:00+00:00,43.83,1,13.51,13.51,13.0,1904.478,74.47804153142232,6.799,1.606,0,2.844,0.286,12.744,0,25.571,0.0,7.065627999999999,4.712636000000001,0.0,0.584,-0.186,0.388,0.32,0.708
2022-01-01 00:30:00+00:00,31.15,2,13.51,13.51,13.0,1965.356,74.93922062075804,6.8,1.702,0,2.953,0.283,13.182,0,26.226,0.0,7.318666,4.7583779999999996,0.0,0.584,-0.186,0.402,0.32,0.722
2022-01-01 01:00:00+00:00,24.74,3,42.13,42.13,13.0,1943.3739999999998,72.56269135986857,6.808,1.672,0,2.879,0.26,13.835,0,26.782,0.0,7.876438,5.071177,0.0,0.568,-0.168,0.44,0.32,0.76
2022-01-01 01:30:00+00:00,9.04,4,22.51,22.51,13.0,1772.804,67.04753980560493,6.804,1.665,0,2.691,0.268,13.887,0,26.441,0.0,8.351220000000001,5.13549,0.0,0.418,-0.182,0.388,0.32,0.708
2022-01-01 02:00:00+00:00,37.09,5,5.2,5.2,13.0,1703.4479999999999,62.46600660066006,6.796,1.69,0,3.449,0.248,14.291,0,27.27,0.0,8.947308000000001,5.026763,0.0,-0.384,-0.77,0.476,0.32,0.796
2022-01-01 02:30:00+00:00,10.59,6,-1.4,-1.4,13.0,1523.6039999999998,56.68802321687687,6.8,1.578,0,3.159,0.226,14.43,0,26.877,0.0,8.696674999999999,5.240552,0.0,-0.384,-0.786,0.382,0.302,0.684
2022-01-01 03:00:00+00:00,-12.37,7,0.82,0.82,13.0,1270.3140000000003,46.57600645303221,6.797,1.587,0,3.013,0.218,14.955,0,27.274,0.0,9.333646,5.35268,0.0,-0.792,-1.024,0.458,0.246,0.704
2022-01-01 03:30:00+00:00,-34.94,8,-47.31,-47.31,13.0,1105.53,41.22958156187066,6.793,1.592,0,2.826,0.219,14.88,0,26.814,0.0,9.134668,5.712259,0.0,-0.792,-1.026,0.378,0.126,0.504
2022-01-01 04:00:00+00:00,-40.88,9,-65.63598,-65.63598,13.0,1047.882,39.20246913580247,6.8,1.584,0,2.798,0.218,14.698,0,26.73,0.0,8.953844,5.80517,0.0,-1.012,-1.026,0.468,0.164,0.632
2022-01-01 04:30:00+00:00,-59.6,10,-71.42,-71.42,13.0,930.0920000000001,35.28689581910616,6.796,1.579,0,2.747,0.229,14.587,0,26.358,0.0,8.709821,6.054106,0.0,-1.012,-1.026,0.376,0.044,0.42
2022-01-01 05:00:00+00:00,-64.47,11,-74.58,-74.58,13.0,831.6500000000001,31.677077778624213,6.799,1.6,0,2.628,0.214,14.709,0,26.254,0.0,8.905196,5.975852,0.0,-1.014,-1.026,0.232,0.072,0.304
2022-01-01 05:30:00+00:00,-60.64,12,-77.55,-77.55,13.0,843.2640000000004,32.123119119271664,6.801,1.628,0,2.635,0.211,14.66,0,26.251,0.0,8.629050999999999,6.31616,0.0,-1.014,-1.026,0.086,0.23,0.316
2022-01-01 06:00:00+00:00,-57.85,13,-74.58,-74.58,13.0,824.55,30.84736251402918,6.796,1.659,0,2.778,0.228,15.125,0,26.73,0.0,8.335832,6.435506999999999,0.0,-1.014,-1.026,0.0,0.198,0.144
