local_datetime,day_ahead_price,SP,imbalance_price,valueSum,temperature,TCO2_per_h,gCO2_per_kWh,nuclear,biomass,coal,gas,hydro,wind,solar,demand,pumped_storage,wind_onshore,wind_offshore,belgian,dutch,french,ireland,northern_ireland,irish
2011-01-01 00:00:00+00:00,49.21,1.0,40.69,40.69,5.1,16760.0,471.0,8.435,0,13.306,11.058,0.094,1.125,0,35.567,0.009,,,0.0,0.0,1.922,0.0,0.0,-0.382
2011-01-01 00:30:00+00:00,49.96,2.0,55.0,55.0,5.1,17016.0,471.0,8.416,0,13.402,11.479,0.092,1.107,0,36.147,0.11,,,0.0,0.0,1.922,0.0,0.0,-0.381
2011-01-01 01:00:00+00:00,50.48,3.0,55.0,55.0,5.1,17078.0,481.0,8.421,0,13.55,11.278,0.092,1.107,0,35.482,-0.558,,,0.0,0.0,1.974,0.0,0.0,-0.382
2011-01-01 01:30:00+00:00,45.78,4.0,54.95,54.95,5.1,16588.0,482.0,8.416,0,13.11,11.078,0.087,1.12,0,34.408,-0.997,,,0.0,0.0,1.975,0.0,0.0,-0.381
2011-01-01 02:00:00+00:00,43.37,5.0,39.63,39.63,5.1,16202.0,481.0,8.383,0,12.779,10.888,0.051,1.109,0,33.676,-1.127,,,0.0,0.0,1.975,0.0,0.0,-0.382
2011-01-01 02:30:00+00:00,44.43,6.0,35.95,35.95,5.1,15684.0,474.0,8.375,0,12.248,10.831,0.049,1.051,0,33.082,-1.066,,,0.0,0.0,1.975,0.0,0.0,-0.381
2011-01-01 03:00:00+00:00,43.02,7.0,36.13,36.13,5.1,15122.0,472.0,8.354,0,11.949,10.115,0.049,1.077,0,32.034,-1.104,,,0.0,0.0,1.975,0.0,0.0,-0.381
2011-01-01 03:30:00+00:00,42.71,8.0,37.77,37.77,5.1,14770.0,477.0,8.347,0,11.695,9.825,0.049,1.083,0,30.971,-1.622,,,0.0,0.0,1.975,0.0,0.0,-0.381
2011-01-01 04:00:00+00:00,41.62,9.0,37.58,37.58,5.1,13926.0,465.0,8.332,0,10.877,9.63,0.049,1.086,0,29.926,-1.642,,,0.0,0.0,1.975,0.0,0.0,-0.381
2011-01-01 04:30:00+00:00,41.33,10.0,34.15,34.15,5.1,13262.0,455.0,8.31,0,10.251,9.432,0.049,1.126,0,29.141,-1.621,,,0.0,0.0,1.975,0.0,0.0,-0.381
2011-01-01 05:00:00+00:00,41.28,11.0,31.06,31.06,5.1,12814.0,447.0,8.295,0,9.789,9.393,0.06,1.138,0,28.653,-1.617,,,0.0,0.0,1.976,0.0,0.0,-0.381
2011-01-01 05:30:00+00:00,41.13,12.0,31.01,31.01,5.1,12384.0,438.0,8.325,0,9.327,9.4,0.06,1.168,0,28.263,-1.61,,,0.0,0.0,1.974,0.0,0.0,-0.381
