local_datetime,day_ahead_price,SP,imbalance_price,valueSum,temperature,TCO2_per_h,gCO2_per_kWh,nuclear,biomass,coal,gas,hydro,wind,solar,demand,pumped_storage,wind_onshore,wind_offshore,belgian,dutch,french,ireland,northern_ireland,irish
2009-01-01 00:00:00+00:00,58.05,1.0,74.74,74.74,-0.6,21278.0,555.0,6.973,0,17.65,11.9,0.246,0.148,0,38.329,-0.404,,,0.0,0.0,1.977,0.0,0.0,-0.161
2009-01-01 00:30:00+00:00,56.33,2.0,74.89,74.89,-0.6,21442.0,558.0,6.968,0,17.77,12.031,0.245,0.157,0,38.461,-0.527,,,0.0,0.0,1.977,0.0,0.0,-0.16
2009-01-01 01:00:00+00:00,52.98,3.0,76.41,76.41,-0.6,21614.0,569.0,6.97,0,18.07,11.754,0.246,0.147,0,37.986,-1.018,,,0.0,0.0,1.977,0.0,0.0,-0.16
2009-01-01 01:30:00+00:00,50.39,4.0,37.73,37.73,-0.6,21320.0,578.0,6.969,0,18.022,11.162,0.246,0.148,0,36.864,-1.269,,,0.0,0.0,1.746,0.0,0.0,-0.16
2009-01-01 02:00:00+00:00,48.7,5.0,59.0,59.0,-0.6,21160.0,585.0,6.96,0,17.998,10.812,0.246,0.16,0,36.18,-1.566,,,0.0,0.0,1.73,0.0,0.0,-0.16
2009-01-01 02:30:00+00:00,47.81,6.0,63.21,63.21,-0.6,21056.0,587.0,6.969,0,17.935,10.698,0.236,0.151,0,35.873,-1.685,,,0.0,0.0,1.729,0.0,0.0,-0.16
2009-01-01 03:00:00+00:00,37.65,7.0,62.94,62.94,-0.6,20722.0,597.0,6.964,0,17.564,10.735,0.226,0.124,0,34.706,-2.477,,,0.0,0.0,1.73,0.0,0.0,-0.16
2009-01-01 03:30:00+00:00,37.42,8.0,64.67,64.67,-0.6,19932.0,592.0,6.967,0,16.827,10.481,0.225,0.161,0,33.641,-2.589,,,0.0,0.0,1.729,0.0,0.0,-0.16
2009-01-01 04:00:00+00:00,37.71,9.0,61.62,61.62,-0.6,19330.0,594.0,6.963,0,16.453,9.841,0.225,0.154,0,32.522,-2.685,,,0.0,0.0,1.731,0.0,0.0,-0.16
2009-01-01 04:30:00+00:00,37.93,10.0,60.18,60.18,-0.6,18828.0,591.0,6.96,0,16.037,9.556,0.224,0.165,0,31.854,-2.657,,,0.0,0.0,1.729,0.0,0.0,-0.16
2009-01-01 05:00:00+00:00,37.33,11.0,36.92,36.92,-0.6,18278.0,584.0,6.987,0,15.469,9.513,0.224,0.183,0,31.302,-2.644,,,0.0,0.0,1.73,0.0,0.0,-0.16
2009-01-01 05:30:00+00:00,37.26,12.0,35.74,35.74,-0.6,17960.0,580.0,7.048,0,15.193,9.321,0.225,0.168,0,30.941,-2.616,,,0.0,0.0,1.73,0.0,0.0,-0.128
2009-01-01 06:00:00+00:00,37.3,13.0,35.25,35.25,-0.6,17964.0,578.0,7.051,0,15.11,9.329,0.225,0.174,0,31.064,-2.592,,,0.0,0.0,1.729,0.038,0.0,0.038
2009-01-01 06:30:00+00:00,37.18,14.0,35.61,35.61,-0.6,17746.0,574.0,7.08,0,14.876,9.353,0.227,0.199,0,30.939,-2.545,,,0.0,0.0,1.731,0.018,0.0,0.018
2009-01-01 07:00:00+00:00,38.82,15.0,33.32,33.32,-0.6,17040.0,562.0,7.095,0,14.187,9.214,0.241,0.212,0,30.33,-2.302,,,0.0,0.0,1.667,0.016,0.0,0.016
2009-01-01 07:30:00+00:00,37.98,16.0,24.98,24.98,-0.6,16098.0,546.0,7.091,0,13.186,9.203,0.244,0.213,0,29.497,-2.122,,,0.0,0.0,1.666,0.016,0.0,0.016
2009-01-01 08:00:00+00:00,38.04,17.0,26.04,26.04,-0.6,15906.0,539.0,7.081,0,12.952,9.273,0.246,0.198,0,29.53,-1.902,,,0.0,0.0,1.667,0.015,0.0,0.015
2009-01-01 08:30:00+00:00,39.65,18.0,27.97,27.97,-0.6,16232.0,535.0,7.078,0,13.307,9.295,0.251,0.191,0,30.322,-1.451,,,0.0,0.0,1.667,0.0,0.0,-0.016
2009-01-01 09:00:00+00:00,39.24,19.0,29.59,29.59,-0.6,16398.0,516.0,7.08,0,13.461,9.406,0.281,0.199,0,31.774,-0.259,,,0.0,0.0,1.667,0.0,0.0,-0.061
2009-01-01 09:30:00+00:00,41.75,20.0,32.27,32.27,-0.6,17670.0,524.0,7.081,0,14.774,9.518,0.282,0.187,0,33.691,0.247,,,0.0,0.0,1.667,0.0,0.0,-0.065
2009-01-01 10:00:00+00:00,41.52,21.0,35.23,35.23,-0.6,18940.0,535.0,7.074,0,15.94,9.969,0.288,0.185,0,35.4,0.343,,,0.0,0.0,1.666,0.0,0.0,-0.065
2009-01-01 10:30:00+00:00,40.83,22.0,125.04,125.04,-0.6,20072.0,543.0,7.08,0,16.984,10.436,0.302,0.175,0,36.985,0.47,,,0.0,0.0,1.667,0.0,0.0,-0.129
2009-01-01 11:00:00+00:00,43.97,23.0,36.21,36.21,-0.6,21054.0,547.0,7.093,0,17.717,11.25,0.382,0.161,0,38.484,0.394,,,0.0,0.0,1.667,0.0,0.0,-0.18
2009-01-01 11:30:00+00:00,42.39,24.0,87.13,87.13,-0.6,21818.0,549.0,7.092,0,18.222,11.975,0.409,0.148,0,39.742,0.4,,,0.0,0.0,1.666,0.0,0.0,-0.17
2009-01-01 12:00:00+00:00,44.31,25.0,95.06,95.06,-0.6,22366.0,549.0,7.092,0,18.565,12.641,0.424,0.135,0,40.715,0.436,,,0.0,0.0,1.668,0.0,0.0,-0.246
